efield (kV/cm),t_ul (ps),z (A),g (cm/kA),fom* (eV ps A^2),Ediff (meV)
30.0,1.7313926642062818,-36.31483844216293,85.06928455233741,45.05425907737773,63.30588879145701
10.0,3.3510362002699328,30.62064634671698,83.11697549499128,67.97672816030612,94.412817359151
30.0,2.45377458686941,32.52854807537747,82.53441778048456,49.08776838959042,69.84866254533634
50.0,0.8638407051789347,-55.64319715760322,98.62905689349334,50.29835380302122,60.93572030534068
20.0,1.6899364730633402,-45.16062792786419,85.77644870698316,41.44603706596419,57.78988699395353
50.0,10.047991312246555,-11.068987253749311,74.51504795965323,54.13960734164503,83.35135920320793
10.0,2.1953870252790133,33.68811173424242,76.82000354765856,52.90489081057598,81.14613515024676
20.0,3.7731969690917233,-25.204479401191573,76.79459313830297,114.664620191333,172.5885624485999
30.0,1.0890937458752454,-47.923853004899215,75.09589947069794,46.734132628115006,73.77442035479446
40.0,1.18333201689497,-43.94809802487136,81.56464071842242,48.65698984426832,70.94150820839954
10.0,2.985033665294273,32.170896766011246,90.53822825346784,74.74520132239327,101.07774201641216
20.0,4.146898487539442,-23.976258259807057,72.8993546384891,107.6035263815343,178.79180552827668
30.0,2.6570292098131256,-31.98867863888652,75.96753859890853,49.25392747150733,80.14010874100356
50.0,4.331106186924105,-25.85705808088553,83.28896976768158,119.57036387530124,173.9596413179367
50.0,4.8375180536814915,-18.66658392607479,77.4237155562583,49.965026763049224,74.39014155984964
10.0,3.3766605532553604,29.707044641842646,80.57102411336774,74.77092652552145,106.48336385346455
30.0,3.0143229808696304,-30.29132943308981,73.71585400835444,54.056829797467955,84.8317788877627
10.0,4.201250369224703,27.0285278629091,71.0997104071037,62.09123252077752,101.0812541006086
20.0,4.646599008616969,-45.53203303090466,109.58761940752852,49.43274765499055,55.54730746023946
50.0,20.411375710010887,-9.508114075831246,121.84566015303362,62.93062261020295,61.90200104682609
10.0,3.613262251176093,29.26489713184525,81.24901656324039,72.33761934736022,104.28743162431137
10.0,2.931357985974514,31.328033770601404,81.16411376166782,63.66887699642873,91.90581602505694
10.0,2.356828297809691,35.03174715983128,91.2548897646202,68.26853458903948,91.54914146262398
20.0,3.8060601682770847,-25.299226084470305,78.81615257376153,113.28386146362544,173.5120701516517
50.0,4.112794329169944,-26.085494540798365,78.1278839365086,108.25005549766163,167.34809764039903
30.0,2.551701091703645,30.54004553828455,72.07667998000501,45.80373627673927,74.6584281718272
40.0,6.889291941662514,-21.500604867148343,99.20508958185891,50.319441976610314,60.99818103139928
10.0,2.099346548244984,34.15842764363565,76.00976323444188,54.935480885906046,84.70648693333554
40.0,16.025977413863508,-9.963720247306291,112.01419157095242,52.15955999812804,57.0935185342196
50.0,2.744647752035287,-22.470699201426612,75.16491007881363,49.803465574799226,78.00618509479507
10.0,2.9931370666639667,31.00360895395109,78.90862878854057,57.79983795113725,86.35863529956578
20.0,2.4351747392077305,-32.0534032844422,72.43277046576533,45.04012886400931,73.97441092573993
40.0,1.2966310583022118,-49.43924688280377,100.7460188214197,59.36670101024558,70.3877363465697
20.0,5.077810039759583,-23.42688748336267,70.81964756376922,109.84019776753256,175.96255767278984
10.0,2.3104785149497906,32.11289772202209,72.19008087241595,53.54855801546089,85.99818725705755
40.0,1.1923832542049386,-49.811293730910215,96.25297883386536,44.02568210366642,55.88317347716583
10.0,3.30030506383334,29.97392842441501,79.23919479668331,60.03579923614046,88.5953814677878
50.0,1.0854426114346505,-51.9240487142256,90.07945956621118,53.294769391544754,68.41152755218545
40.0,15.219020966643464,-8.98062118581019,91.1950688490671,47.98798279815696,61.070523104499465
50.0,0.8788032279633828,-49.011331061164725,90.10592993991102,52.83867568703209,67.13771304449618
10.0,1.8509124343641523,35.23534440054269,76.020826467335,50.37081680151497,78.80690267430394
20.0,3.932973286128661,-24.769750767007192,76.81689996969278,114.53569612016923,173.6314915693444
10.0,1.8733982932901296,35.82975050589446,79.92899260259378,52.523257610144434,78.91900109768662
20.0,1.2228536119596332,-46.24563011650314,70.95288637392635,47.11323581950734,79.69938893633356
10.0,2.6293720807024097,30.998815674741515,77.86454998752461,60.092484854593174,90.61144005713146
50.0,21.342824257623345,-8.051419169970469,78.98349128594914,53.94967457006128,80.64440154219037
20.0,1.4251482381812637,-41.358966944238645,80.49429148818582,53.07190424623992,78.27146023814163
50.0,23.845479004898195,-9.264307152084289,90.70798944084068,45.3255173566877,60.93546603442049
10.0,4.208669021649606,28.183034674397373,76.63745250576551,63.10068716617954,96.30384844068372
10.0,3.2391927188329817,31.052333246933685,84.26673793911924,65.21208715697783,90.37155849354215
20.0,2.840878360300435,-31.148668129575,73.28212715507078,48.56599053899031,77.95847021897994
30.0,1.9564323219245183,-34.584151400518515,80.22862457514448,45.09249793456016,66.9444625300716
40.0,14.21239441534273,-10.736751480781138,109.11676703924938,48.10262422328515,54.75658384403381
10.0,1.9213688377572111,-35.95759736527125,79.50662366512827,51.32815450453269,76.12398402941504
30.0,4.494610239175132,-24.396866186412172,71.72287040978827,108.4864028137478,174.26008783268117
50.0,9.181814676712156,-12.126434215854164,76.87770130901545,55.4599014827087,83.82873532626209
10.0,4.10759226259182,29.841598415564142,84.67103194847762,73.65601565470499,103.15656542198629
20.0,3.962954795585847,-29.28430502538557,73.40155261182055,56.03058949670641,90.9009225870235
40.0,0.9032080025505642,-53.72937102394592,78.77137968842402,42.433316291142006,65.5875202117445
50.0,0.8820678473890555,-58.4605112834313,92.88832543979748,47.46282238896884,62.60011423819867
10.0,3.3551394834422426,29.19768905909925,70.8165258336,49.52184709945771,82.62232174379099
20.0,3.816909447328377,-25.298870991943417,74.76878013202641,107.75389946808396,167.2630722508422
30.0,1.3416666670620805,-44.6631484233995,76.90058801756912,53.00460033621261,81.49561570414795
40.0,1.8758415643731368,-38.10254687488811,75.55995501602307,52.28336825338982,81.79678506470451
50.0,1.4858577789503455,-48.51530991768397,101.0960843785337,67.93976830906193,79.5652689035229
10.0,2.462451420687963,31.23130477196325,75.13182557072298,57.85918904806975,91.2544150263788
40.0,1.0109278148245315,-54.220715132021255,90.2976652189096,49.12468853064641,64.38253286655075
50.0,0.9237634220832492,-52.881349625796425,102.20346251918006,53.37522237197761,62.13130568160463
10.0,3.0768531247420223,30.62974865965042,81.47610596052735,64.91344670456569,96.82246300742456
20.0,3.840438356146431,-24.80018031334997,76.6968107971081,112.30774384991793,175.82950344512116
50.0,5.5805518054135215,-18.14786814441612,89.23612603207367,49.52893980252254,65.67174094072182
10.0,3.7823705729404735,28.02092279262948,71.5765616752856,55.93790067943615,91.89934161854733
20.0,4.171281296686722,-24.496352008810582,77.11420556136675,116.80448522789663,175.67499302961627
50.0,1.1983284040107198,-49.70586248949258,117.910308848454,71.04507253742777,71.84492871845634
10.0,4.548019072021362,27.035893567846408,74.2188894531055,66.32984460076895,102.98726469494568
40.0,1.961646816910581,-43.77150622394889,102.157660251452,43.651976483650934,53.39543970147655
50.0,6.684317532053678,-16.41037360504778,94.20480434795664,52.219667367254544,65.61672218049259
10.0,3.5954996201675344,-28.72368708248588,75.0140230567619,61.96509788035826,97.29676396218883
20.0,1.2102133172102516,-43.981587449828965,81.67838640827061,53.59013684568531,78.05936105163438
20.0,1.057404337482577,-45.1506812622366,70.20048945986339,43.71403898411815,75.66397142900436
30.0,4.050928387409496,-24.245673239966564,71.18856415683678,103.85115061983596,173.16370491458912
10.0,2.5022166665808254,32.31901380274136,79.75508662298904,57.98070274113506,84.67528881700066
50.0,9.822088686089128,-12.373347020432648,87.61060846313231,63.96801408841584,85.02598743614074
10.0,3.05035090331373,30.89478013713622,81.39233047902216,67.38089955450533,96.8355359176782
50.0,0.8308313726679749,-56.39895725195308,80.5448839237393,42.164562428780926,63.103119828819935
10.0,3.780169615006951,28.400657131069256,76.62492452656174,63.80116576560253,95.22910894006309
30.0,2.4989283902595907,-31.325770295260003,78.26673026146617,47.558022015931215,70.660853422364
40.0,8.350278934394431,-13.345575799941336,86.25120374451393,44.797583930691346,61.4426930592756
10.0,3.7803152189094464,30.13505534569605,86.20159142221925,78.18254262269716,105.3813494753032
40.0,0.9299204716990298,-56.53662462436672,94.50824763448556,44.8425202693784,57.87810616423254
50.0,3.275570409737649,-23.645694452066607,85.28397745469212,49.75390751566717,69.24815096167531
10.0,2.2506250696398897,32.950556135134555,79.01245207110519,62.134245136205166,90.14714218762072
40.0,5.078712058729309,19.50808779840027,76.80623835519346,51.07364845709395,76.85695055008655
50.0,17.938570610452302,-11.153581036271191,86.86551336042982,58.01008985702858,77.16594236194145
10.0,2.6085882976847685,32.150023650557486,84.17159699895291,67.59352432836205,95.55490530126256
10.0,2.037696443012393,35.028362239848036,82.09459755061863,62.17381916661507,88.82775093742849
20.0,4.4055471609957415,-24.29605109090915,76.21153428219164,113.08572638410186,171.48989599005532
50.0,1.0760844344892906,-52.071894486252546,101.46296025743588,55.37306781649546,65.42105983370035
10.0,3.762351410244391,30.202502060366697,78.49115104449291,61.9110990051035,91.6988707508213
20.0,3.168086649604232,-30.92179761250672,73.87499842763322,49.85044578284617,79.00140268094937
40.0,1.3638417651116828,-48.08886413270916,89.40590947344175,57.69796621071232,75.75278779812211
50.0,1.3027672907740042,-49.76465886953608,105.03109169259176,64.71374073392829,72.55059925592207
40.0,1.096284759023633,-45.52504961975256,75.93278751430618,42.55228309874247,68.28358403858218
10.0,3.7735275068712992,29.892871807701503,82.57692383869512,67.91638663610824,95.86196886884086
40.0,6.1009108770649805,-40.2590469913099,90.34605761875964,46.87095292050683,62.38357655408328
50.0,1.0652834806031986,-52.29359892600733,106.84759498340156,62.693549723484715,69.6337477609424
10.0,2.346597530816411,33.1889826496211,76.86919557421601,51.46532429362133,77.59434019905112
10.0,3.9031738880877342,28.418587553501645,80.28829653470612,72.46152283801572,106.71692962191284
50.0,1.0070701574856522,-53.45855987754021,76.84149788627228,40.54483273240853,64.3166264606684
10.0,3.937315413031328,28.53066327982628,80.51315649754257,70.3378601816844,103.3650171401776
