efield (kV/cm),t_ul (ps),z (A),g (cm/kA),fom* (eV ps A^2),Ediff (meV)
60.0,12.176906806999574,11.130968370282991,86.93104518347765,69.96889615586039,94.30728961935856
70.0,2.9537233897240043,-23.08973779860857,103.46680627888855,83.72846944738751,94.7995489753067
80.0,2.812248153252761,-22.725723594460568,85.40895703994141,76.01198339763745,103.95350628012672
90.0,4.081754772521829,-18.174971917725387,64.2883251403998,61.75099563519112,111.97612434459812
100.0,2.648759165213381,-23.827639061125268,101.7015424809522,102.71232930405122,117.6029101955013
110.0,6.240412183462117,-13.186253067587376,22.964568293328423,41.92045354476637,210.58226254770733
120.0,3.1625683564608615,-24.71071784418784,77.3157013774087,83.72187303741683,125.91646340967188
130.0,4.564855527033509,-20.72233214503021,33.074380950873284,36.650898595772546,128.8002992519061
140.0,6.302732711801538,-21.7112023583984,42.30300757467765,43.601867959755175,119.96941339483236
150.0,1.83644365907145,-22.104638221468488,44.628367829103816,30.230845881363248,79.96995851623534
10.0,1.380022689422468,43.37772586459045,88.06889401623155,60.603233094394426,80.82307820755912
20.0,1.4171657474708517,-39.59182584763744,64.56348994508079,40.170871905456174,73.52600154806704
30.0,7.212296361576843,-18.338709867275497,40.92144417628058,63.2520745400812,177.98111061272257
40.0,1.0169423573406458,-49.40870061989137,100.7386827105618,56.257987482109954,66.5993509105667
50.0,1.1879653492428814,-52.56522932547728,65.31807334212283,37.335931284932435,68.0133459492389
60.0,1.7886902252223609,-51.88216268742112,104.865863774938,53.47172693852333,61.483473425699046
70.0,76.89523070554458,3.8826351146231337,67.89436909342814,68.76694117851811,117.43157225623068
80.0,2.6227580605398217,-22.08056698727661,81.15411742340497,68.48208831859564,98.29848569712688
90.0,2.7830588606239086,-22.052340215333125,98.34900066412256,88.84868942066065,105.0283193291476
100.0,2.9812124243318148,-21.179893085555506,88.4466928774506,85.12856124331299,111.7194484979376
110.0,4.920499890309428,-15.785969787240427,31.45347629403535,56.29669014534864,205.6617865042621
120.0,3.5693674271506155,-24.147316637598344,69.68491690267791,72.10925343452853,119.92129624205548
130.0,2.119500723946603,-21.965923061000566,68.40506085240335,41.58215359807755,71.95703600652581
140.0,2.5142383702462467,-20.56080368102672,78.87286540571674,53.91096992608296,80.30929643166762
150.0,2.985081830635973,-19.055694292483828,80.80196785758702,60.89408677787824,88.14308877119032
10.0,4.292229084365062,26.511691472203932,69.03084431607486,57.72054414571755,97.20638778909576
20.0,4.276551767193556,-25.10265102230964,50.65891748020864,36.93434925427466,85.20452922427957
30.0,5.001200315280276,-21.71373402526319,47.41453621400189,78.54368250279309,190.09582433587536
40.0,18.73868600126941,-8.663447405478074,101.02698334694924,43.86862025780306,54.20876263038443
50.0,6.228792231347703,-13.644029399099214,56.27818347353817,37.23610932279843,77.7151512684557
60.0,3.2978929718845085,-21.02706723252853,80.19890837845934,58.471069004015035,85.20416038931832
70.0,2.6068449234942315,-22.636329284767584,80.89465830940567,66.25684187498291,95.28297390727144
80.0,2.514430560234437,-22.058747999969192,90.15083605736083,80.60488801705539,103.73562840364303
90.0,2.49581852089348,-22.456368877528227,90.98820741442576,86.61362247868011,110.2630472127524
100.0,2.603848949493808,-22.268558270185093,86.40522692961845,86.86646192157788,116.30368013780404
110.0,6.8111665155601475,-13.763854467465224,24.84249978080207,45.17368273457262,208.3864854136009
120.0,3.498041093244422,-23.920036751442627,71.54564451446406,76.6901202696491,123.84016558595148
130.0,5.201092737960726,-21.32300615016479,40.22628519697958,43.45021000501266,124.77357889540065
140.0,1.8716137649443043,-21.15233713382709,35.67702959289092,23.56111155821505,77.57778021894313
150.0,2.2515834474128824,-19.68889715486412,42.57857064205106,30.75012196952823,84.43709469036594
10.0,3.440951805233451,29.816678049064468,77.07780502224759,65.12855386230997,97.194900400303
20.0,4.532556328921512,-23.229515511252888,62.40945865541838,95.3861594705728,173.7731776398874
30.0,2.644775151895421,-31.40808842122745,69.98811010013534,44.2053529692151,73.66900266854532
40.0,4.86055452147161,24.87060624498113,77.09846605713629,34.06245122911331,54.41300703536104
50.0,6.23386111261566,-17.866409224538398,98.07807089896228,57.451475658361474,68.73259724653997
60.0,1.452234551227522,-51.22849027573682,143.60966856135877,72.13464249538781,60.05206431455653
70.0,2.6262199157787287,-25.069038609052896,104.12688209091672,85.23777512781875,94.26035471484565
80.0,2.54352123120774,-24.90503799327487,105.01646594905644,93.95552057245872,102.73537025101476
90.0,2.5274032374515967,-25.073985627250977,106.35262987133277,101.68348822326094,109.59717495221088
100.0,2.580023288123872,-25.37951297402207,105.04262654260538,105.86418176268894,115.38464054678772
110.0,2.7730591748558258,-26.410639579316484,75.98287678973364,79.51096254674181,119.70904675743328
120.0,2.95088950601829,-26.769196141162425,89.68693741809084,96.20747299004591,122.652876627531
130.0,4.722456838233513,-23.402737507325806,30.99620891522195,33.06000026571904,121.96684466788464
140.0,4.76250641276589,-22.08294605973667,28.75261250856457,30.640668451221146,121.8641323026263
150.0,4.711484387559149,-23.392836651087624,38.38210934683264,38.51438043308809,114.89484972039828
10.0,3.261155472056505,28.733907435230456,71.50655171036945,57.126425865011655,90.12719242803892
20.0,5.792702131161671,-21.070992283364067,45.9308676424776,73.95481955600216,178.96338320395802
30.0,4.5540188944469095,-22.363736708592327,61.39194942639668,99.39268647844872,179.9335088122569
40.0,23.601753287539864,-7.979140999448633,89.54704953844644,51.09691854762146,65.80729152334361
50.0,4.958175489636252,-23.36404767053291,65.07518696495241,99.98961894705276,170.89373941456253
60.0,25.04544156074998,6.657383027227622,64.66412354692119,67.01285710988928,116.02515415971348
70.0,27.904051241095328,6.53546763819009,81.35167909354261,98.85221912813928,135.62734702806247
80.0,2.952173133251643,-21.529405399058284,91.36332356938632,90.25920770364424,110.72745731591844
90.0,3.177963827293851,-21.324740410520818,89.75135037919996,93.66355763005438,116.82096425904
100.0,6.791134775073006,-14.409045069299724,30.27275325070473,58.38268477620996,213.79253903715332
110.0,3.69021830361625,-23.382092779836373,52.85273574030607,58.73121321922647,124.23183010612496
120.0,2.3313486166287523,-19.98832959278781,54.06237810295744,34.39669412634025,72.66445371616487
130.0,2.14159389656923,-20.318641955642413,54.33418273759158,38.76572082127221,80.90309661980996
140.0,2.540002434511577,-18.917003462642136,57.80377509049777,45.08958837411657,88.08485223413695
150.0,3.035708909975335,-18.762987942369296,43.9467081203484,24.485454877738928,64.42904063909856
10.0,3.530042400523932,28.967445100384264,74.98872145609624,64.8338429674254,97.86234839930044
20.0,4.890178008791172,-22.92595381037897,56.674687207271795,89.97474028413582,177.59649977065231
30.0,2.5864359433790707,31.210751680958985,71.79753538407809,46.445475716972105,74.22710698920032
40.0,21.34419113393745,-8.214270385030545,68.448812893303,35.219997250030296,60.48125163963639
50.0,3.3508023620544645,-22.68208013129011,88.60972281117641,57.53833255425008,74.48900956240198
60.0,48.9145120631126,4.769245023508779,67.49927942735378,66.26913913798002,110.7381356834218
70.0,2.3762886220918644,-24.39038577194654,94.06951525692652,79.43657933159753,95.65655339498636
80.0,2.9706319983267586,-21.104885013183104,75.15845524323626,68.82649290053936,103.4774695230616
90.0,31.55164624168621,23.406020702831373,43.0572754028844,47.91606642014992,125.1849724086194
100.0,3.1581837062921885,-20.321347415685363,67.66451650666764,69.19780984243555,115.24079155165772
110.0,2.6697530704195787,-25.178226724838535,77.94772793937689,82.43385624325445,119.0865527915622
120.0,3.5817467627843707,-24.232965281294284,43.49091787341607,46.71779611162632,120.92175542056972
130.0,4.814391760624298,-23.336252338607412,44.367957146951895,46.73382377375325,118.62029064592068
140.0,1.994035732029812,-21.20732604444694,52.35304571832936,38.26321460033272,83.27376287369145
150.0,2.3470516468358005,-20.169523657302264,52.994816307608154,42.05309951002921,90.09134975947096
10.0,3.40445405766126,29.18819009108123,73.28350549067503,60.390223686328106,92.58792456276656
20.0,3.2267172938469084,28.5983042429432,62.737156203042936,44.65426006900934,80.4906868572783
30.0,4.413105440366029,-22.42717305891605,59.44811183452237,94.57053480204743,176.31529433158596
40.0,60.95065759910882,-5.339252490663368,93.8614113402614,53.83419206758211,65.93469236087178
50.0,0.9250820411312196,-51.98701112143639,106.1564787545245,61.09916893348333,66.14086905046882
60.0,2.652387887950902,-23.10415072018117,77.00820921689358,66.51680379080946,96.89128390524029
70.0,60.32931384325301,4.342548896009334,72.48325427815479,89.74857407586597,137.74691165497256
80.0,2.174483957639027,-25.17659783199252,90.36733407261066,88.95425733656948,110.01289117050293
90.0,2.188166628765516,-25.353929727631968,85.21855189478173,87.90850212614305,115.16206911590508
100.0,2.309288035728705,-26.164432349187997,80.27501940243954,85.68622288243617,119.0754673134632
110.0,2.55194733670769,-26.01531696892795,64.44719776004901,70.36052576656876,121.73498263583124
120.0,3.8815599489250374,-21.704376466978783,29.03291366825347,32.148094455983966,123.43340749956415
130.0,1.8097278690936456,-21.96811464518453,47.31932045617693,32.522487244031936,77.87681384855523
140.0,4.774056432434966,-22.5211709375798,31.00994679923023,31.610459087181567,113.83065550934076
150.0,2.523533050228727,-19.33504819737465,49.15958937679157,40.15584936297399,91.80686302655926
10.0,1.979135897062157,34.34907062867507,72.68309061563345,49.15121637173036,78.51313906257936
20.0,2.889941182802902,43.06797977282281,84.90236616499242,41.97628251818686,59.24776341871733
30.0,0.8282568417557268,-51.17535669364985,53.0031255515366,29.635715019810227,65.88551618197147
40.0,1.1070144868530076,-54.93633902294,109.90635183100407,58.69955582711285,63.268787770134495
50.0,0.9166103722676642,-55.92000638686726,139.569190040831,71.48812463084009,61.0277115974145
60.0,59.23368711333181,4.3040765975307576,67.49994084868594,64.48626489782939,109.48794954724478
70.0,2.610097100600249,-23.994020155112747,98.42976692221612,78.04835947388628,91.38741563402868
80.0,4.7978507603545975,-17.773479566546932,60.68682707816357,52.08122432172878,98.64394109901792
90.0,2.6567627242390186,-23.51074781294476,100.20331627312773,93.13345082966153,106.59261112107164
100.0,2.880686317071224,-23.68524228007275,103.38909166250929,101.58564011284643,112.5303028542398
110.0,2.917156293347385,-24.588255146972926,95.5728963699958,98.3144752265434,117.69348361158497
120.0,1.4597452744184751,-21.98676168039148,41.96318703560453,25.497003044486913,71.0540331214013
130.0,3.821198408350962,-25.013977322368422,44.95229512822715,47.8877680179398,121.7949927890382
140.0,1.8401269808066625,-22.98440936444915,44.29058267068629,31.60290402911756,82.60843946423216
150.0,2.0674322091205384,-20.793601510112367,46.6451069943888,36.11759135298448,89.32192261694166
10.0,2.716074480086081,33.18736166297908,86.05853259472404,65.75423108413769,89.53915642324137
20.0,4.118685387194777,-24.656114021383004,71.84891642167743,107.02088213664256,172.05893359716217
30.0,1.7191510375270167,-36.81309805256927,88.2814850708067,50.11885273926934,67.74285119329001
40.0,5.123738383487663,-43.85000319269506,107.65396245866964,50.608611520850445,57.58845707191246
50.0,4.216545724200585,-24.96690185197229,63.09123777611228,90.08563419741628,165.03351105815588
60.0,1.1717158965110306,-57.52305647857072,164.12304764945287,83.75046280061758,61.6415899308127
